user_id,age,reels_watch_time_hours,daily_screen_time_hours,sleep_hours,attention_span_score,focus_level,task_completion_rate,stress_level,platform
5128,36,0.73,2.44,4.23,3.37,2.28,82.84,High,Instagram Reels
5129,41,3.79,5.69,7.3,9.05,4.69,91.3,Medium,YouTube Shorts
5130,18,5.2,6.99,6.94,6.11,9.83,48.21,Low,TikTok
5131,22,2.6,4.11,7.31,7.5,1.1,68.74,Medium,YouTube Shorts
5132,17,4.57,3.73,6.53,4.68,5.54,96.69,High,Instagram Reels
5133,43,3.95,7.08,8.09,8.98,7.02,88.73,High,TikTok
5134,23,2.57,7.86,6.73,9.26,8.26,98.42,Low,TikTok
5135,43,1.28,4.4,8.59,4.93,7.72,91.62,Low,YouTube Shorts
5136,16,4.4,7.87,6.43,3.17,1.67,58.61,Medium,YouTube Shorts
5137,16,5.2,11.0,7.95,6.83,5.16,50.75,Medium,Instagram Reels
5138,42,4.27,6.73,6.04,9.59,1.71,52.63,Low,Instagram Reels
5139,27,0.6,10.57,6.18,6.6,6.58,53.01,High,TikTok
5140,29,1.69,11.27,8.24,9.59,1.69,44.54,Low,TikTok
5141,42,0.88,2.92,4.54,4.09,1.44,94.41,Medium,TikTok
5142,37,3.64,2.96,6.82,9.24,3.75,70.15,Low,Instagram Reels
5143,26,4.66,6.76,7.63,2.01,9.45,46.08,Medium,YouTube Shorts
5144,40,1.11,7.88,7.75,4.23,7.39,85.76,Medium,YouTube Shorts
5145,18,5.11,6.26,6.96,5.45,1.04,59.54,Medium,TikTok
5146,40,3.56,5.26,6.24,6.88,3.56,44.26,High,TikTok
5147,22,4.29,8.41,5.3,3.65,1.16,51.39,Medium,YouTube Shorts
5148,23,5.84,2.02,8.55,9.32,3.65,79.45,High,TikTok
5149,37,0.96,11.68,5.85,9.13,7.17,87.64,High,TikTok
5150,19,5.46,4.32,7.99,8.19,7.84,55.22,Low,Instagram Reels
5151,38,1.19,11.17,4.16,2.03,8.24,74.62,High,YouTube Shorts
5152,34,2.66,3.09,5.16,1.7,9.19,40.05,High,YouTube Shorts
5153,32,5.18,4.38,5.73,5.48,4.29,56.7,Low,Instagram Reels
5154,25,5.48,4.35,7.36,7.89,8.76,50.9,Low,Instagram Reels
5155,29,3.29,11.96,5.6,2.11,7.55,44.59,Medium,Instagram Reels
5156,42,3.77,2.05,4.21,6.77,5.84,69.03,High,YouTube Shorts
5157,36,4.39,8.4,4.87,5.75,9.59,77.86,Medium,YouTube Shorts
5158,23,5.08,10.7,5.3,7.53,9.53,42.78,High,Instagram Reels
5159,31,1.17,8.72,4.88,4.92,9.08,48.27,High,YouTube Shorts
5160,41,4.96,5.63,5.02,7.24,2.82,95.94,Medium,YouTube Shorts
5161,40,3.15,11.58,7.84,2.44,2.87,53.39,High,Instagram Reels
5162,26,2.98,10.94,6.06,2.93,9.11,85.6,High,TikTok
5163,21,2.83,6.34,6.03,9.13,4.58,84.86,Low,YouTube Shorts
5164,24,3.3,7.73,8.83,3.96,8.18,59.29,High,TikTok
5165,39,5.7,11.68,6.23,9.87,7.18,52.25,Medium,YouTube Shorts
5166,40,3.52,11.83,8.64,1.42,7.86,54.64,High,TikTok
5167,39,5.74,6.5,5.5,5.46,1.24,73.95,Low,TikTok
5168,24,1.49,10.47,6.0,3.92,4.87,62.87,Low,YouTube Shorts
5169,41,4.48,5.02,5.98,9.96,8.71,69.73,Low,YouTube Shorts
5170,27,4.97,5.72,6.73,9.91,5.41,88.7,Medium,YouTube Shorts
5171,33,4.24,3.65,6.92,3.12,7.21,70.14,Low,YouTube Shorts
5172,25,3.84,4.09,5.24,3.41,7.8,99.71,High,TikTok
5173,27,3.61,8.57,7.97,7.75,2.09,79.95,High,Instagram Reels
5174,35,5.24,7.11,6.48,9.01,2.4,52.43,High,YouTube Shorts
5175,22,5.02,4.31,4.04,6.97,7.52,69.97,High,YouTube Shorts
5176,22,1.17,6.03,6.96,8.78,1.49,88.81,Medium,Instagram Reels
5177,18,5.17,5.73,7.99,1.57,4.08,53.1,Medium,YouTube Shorts
5178,29,2.78,11.87,5.25,6.76,9.26,83.77,High,YouTube Shorts
5179,42,1.9,10.54,4.19,7.3,6.17,42.01,High,YouTube Shorts
5180,25,5.28,5.88,8.04,2.71,9.19,96.56,Low,TikTok
5181,25,2.88,11.14,8.88,8.0,3.78,79.8,Medium,TikTok
5182,15,4.95,5.43,4.38,9.5,6.73,49.75,High,Instagram Reels
5183,31,1.95,8.68,8.69,9.08,3.58,92.46,Low,Instagram Reels
5184,29,0.52,11.67,5.8,3.2,2.0,44.91,Medium,Instagram Reels
5185,34,3.23,5.9,8.71,3.92,9.92,64.36,High,TikTok
5186,20,1.05,8.8,7.24,5.5,2.59,84.22,Low,YouTube Shorts
5187,38,4.65,4.96,8.45,2.43,2.7,96.24,Medium,TikTok
5188,36,2.02,4.66,7.93,9.59,8.58,60.93,Medium,YouTube Shorts
5189,42,2.94,7.74,4.14,2.45,8.22,89.83,Medium,YouTube Shorts
5190,39,0.98,11.79,4.33,7.85,9.8,51.81,High,TikTok
5191,29,2.08,6.53,6.63,4.07,1.65,42.11,Medium,YouTube Shorts
5192,23,4.8,11.38,4.65,6.16,1.85,41.73,High,TikTok
5193,28,1.33,11.14,6.31,1.42,5.04,79.49,High,TikTok
5194,32,4.06,4.54,8.77,2.85,6.33,49.25,Medium,TikTok
5195,40,5.55,6.02,5.47,5.0,1.34,43.02,High,Instagram Reels
5196,31,4.24,8.43,6.44,7.09,2.43,98.6,High,YouTube Shorts
5197,32,4.96,7.18,5.92,8.0,7.33,54.52,Low,Instagram Reels
5198,19,1.1,2.96,7.15,1.27,7.02,67.75,Medium,Instagram Reels
5199,34,1.88,11.94,4.97,2.37,1.81,76.78,Low,YouTube Shorts
5200,34,5.42,9.53,5.3,7.57,9.38,48.67,Low,TikTok
5201,23,4.43,6.38,8.29,8.32,3.29,61.43,Medium,Instagram Reels
5202,25,4.02,8.18,8.06,3.13,8.99,78.86,High,Instagram Reels
5203,38,4.15,2.88,7.95,3.07,9.31,78.39,Low,TikTok
5204,36,2.78,6.95,7.85,1.79,5.41,90.52,High,TikTok
5205,15,0.75,11.31,6.3,2.35,4.71,66.25,High,TikTok
5206,32,4.81,10.97,7.64,1.07,3.5,93.39,Low,YouTube Shorts
5207,20,4.23,5.37,5.94,6.31,8.27,80.93,High,YouTube Shorts
5208,41,3.1,7.31,4.5,9.14,2.77,73.73,Medium,TikTok
5209,16,5.45,8.97,5.97,2.35,6.6,47.03,Low,YouTube Shorts
5210,29,2.35,5.4,4.79,7.76,6.1,74.48,High,TikTok
5211,43,2.12,2.65,5.95,6.16,3.24,75.68,Low,TikTok
5212,40,5.3,7.05,5.49,9.46,9.85,85.53,Low,YouTube Shorts
5213,35,4.88,8.02,7.0,8.18,8.62,83.15,Medium,YouTube Shorts
5214,28,3.33,2.06,5.81,8.67,1.18,71.8,High,TikTok
5215,19,1.22,2.96,7.53,6.75,4.8,75.57,Medium,YouTube Shorts
5216,20,1.68,4.07,6.56,8.3,4.23,86.34,Low,Instagram Reels
5217,20,4.11,5.48,8.6,4.16,8.95,61.09,High,Instagram Reels
5218,44,2.62,7.41,4.46,2.88,3.38,48.1,Low,Instagram Reels
5219,36,5.1,4.94,7.44,9.21,9.99,92.46,High,TikTok
5220,44,5.72,4.76,7.36,7.61,2.8,97.9,Medium,Instagram Reels
5221,32,4.93,10.69,8.75,1.82,3.19,65.76,Low,TikTok
5222,28,2.58,3.45,5.86,8.8,6.99,99.42,High,YouTube Shorts
5223,24,4.84,6.95,5.53,4.14,2.45,59.36,Medium,YouTube Shorts
5224,28,2.43,11.53,4.86,3.68,9.0,43.99,Medium,Instagram Reels
5225,27,1.42,8.25,5.33,6.61,1.99,74.35,Low,TikTok
5226,44,0.68,9.17,6.51,6.12,9.85,92.09,Medium,TikTok
5227,17,2.62,6.31,8.19,5.84,8.87,77.05,High,Instagram Reels
5228,44,5.47,2.2,5.42,3.29,8.56,40.57,Low,Instagram Reels
5229,20,1.81,8.46,4.79,9.64,4.66,40.71,Low,YouTube Shorts
5230,43,1.64,8.32,5.36,9.55,5.62,83.46,High,YouTube Shorts
5231,22,5.83,3.1,4.5,1.04,5.11,90.72,Medium,YouTube Shorts
5232,26,0.64,6.62,8.63,4.04,9.89,55.18,High,Instagram Reels
5233,27,4.82,11.15,8.36,1.41,1.31,68.21,High,YouTube Shorts
5234,25,2.27,4.05,5.54,8.65,4.44,97.67,Low,YouTube Shorts
5235,26,0.71,6.61,5.23,8.98,9.72,67.63,Low,TikTok
5236,15,5.55,6.61,8.53,5.66,4.32,48.15,High,YouTube Shorts
5237,31,1.27,10.11,4.01,8.56,4.59,94.7,Medium,YouTube Shorts
5238,30,3.53,10.25,7.0,7.33,6.68,69.71,Low,TikTok
5239,25,2.01,9.59,8.58,5.5,9.17,60.66,High,YouTube Shorts
5240,27,0.86,5.65,6.54,4.27,3.65,45.85,Low,TikTok
5241,32,0.77,2.72,4.01,3.4,9.53,67.5,Medium,YouTube Shorts
5242,25,1.14,5.49,5.09,3.33,3.54,86.18,Low,YouTube Shorts
5243,42,0.89,8.8,8.61,6.06,8.34,83.03,Medium,YouTube Shorts
5244,26,4.68,9.03,4.09,2.5,3.48,69.8,Medium,YouTube Shorts
5245,20,3.17,11.65,5.97,2.57,1.66,83.17,High,YouTube Shorts
5246,23,2.39,6.54,7.95,1.09,8.31,61.05,High,Instagram Reels
5247,30,2.8,8.32,8.19,6.52,5.05,84.12,Medium,Instagram Reels
5248,18,5.61,7.39,6.39,9.95,4.52,45.14,Low,Instagram Reels
5249,17,5.51,3.51,5.16,9.0,4.87,51.95,High,Instagram Reels
5250,42,4.44,6.61,7.0,7.35,6.5,92.66,Medium,Instagram Reels
5251,30,5.37,7.45,5.32,8.07,3.36,57.62,Low,YouTube Shorts
5252,38,2.26,11.51,5.28,4.75,3.14,52.36,Low,TikTok
5253,41,2.6,5.67,8.04,3.68,5.35,45.34,High,TikTok
5254,40,3.88,11.8,4.77,4.32,1.32,63.58,Low,YouTube Shorts
5255,44,3.93,7.42,4.03,1.73,6.79,44.02,High,TikTok
5256,39,3.15,4.42,5.68,6.7,8.41,69.82,Low,Instagram Reels
5257,26,2.7,3.92,6.45,2.57,7.55,95.15,Low,Instagram Reels
5258,25,5.92,3.42,7.53,7.87,5.22,87.23,Medium,TikTok
5259,19,5.02,6.53,7.91,2.71,6.09,42.44,Low,YouTube Shorts
5260,39,2.89,2.22,7.32,3.05,1.24,57.99,Low,Instagram Reels
5261,32,4.5,6.45,7.13,9.62,9.21,51.26,Low,YouTube Shorts
5262,33,1.98,11.88,7.33,1.95,6.02,44.02,High,YouTube Shorts
5263,37,1.05,8.7,5.36,5.49,3.85,46.52,Medium,Instagram Reels
5264,37,2.44,9.6,5.91,1.56,3.64,94.49,Medium,YouTube Shorts
5265,20,2.72,3.19,7.08,1.81,6.94,58.6,Low,TikTok
5266,36,0.59,6.73,4.33,6.7,6.26,63.53,Medium,Instagram Reels
5267,32,4.98,4.86,5.48,6.68,2.69,69.14,Low,YouTube Shorts
5268,40,2.48,10.94,6.03,2.74,4.69,84.7,High,Instagram Reels
5269,20,3.69,3.81,6.67,8.85,7.09,87.9,Low,YouTube Shorts
5270,18,0.91,6.59,6.43,7.32,3.68,97.82,Low,Instagram Reels
5271,26,1.46,7.88,7.59,3.71,5.58,52.64,Low,YouTube Shorts
5272,33,5.39,7.14,6.37,3.24,3.29,58.06,Low,YouTube Shorts
5273,43,3.85,10.3,8.52,7.79,1.65,58.78,High,Instagram Reels
5274,41,5.73,4.31,5.9,7.6,4.49,66.72,Medium,TikTok
5275,43,5.99,5.77,6.63,2.34,7.59,88.44,Low,TikTok
5276,16,2.55,9.92,4.02,4.14,2.92,54.37,Medium,Instagram Reels
5277,31,2.14,7.28,5.55,2.95,7.79,86.98,Low,Instagram Reels
5278,25,5.22,6.02,8.33,3.65,7.03,52.24,Medium,TikTok
5279,25,5.99,2.29,5.67,3.59,5.57,82.61,High,YouTube Shorts
5280,35,3.96,9.53,5.27,9.78,9.74,87.94,Medium,YouTube Shorts
5281,30,4.87,11.72,6.72,7.75,8.95,91.23,Medium,YouTube Shorts
5282,16,4.8,8.2,4.39,8.02,6.07,70.62,High,TikTok
5283,16,2.45,10.57,6.66,3.5,6.02,59.72,Medium,Instagram Reels
5284,37,3.66,7.17,5.52,1.0,3.5,86.34,Low,YouTube Shorts
5285,22,5.08,4.32,5.92,1.52,9.28,59.25,Low,Instagram Reels
5286,27,4.28,2.14,7.96,5.98,9.06,48.89,High,TikTok
5287,24,0.62,8.53,7.31,3.57,7.68,90.08,High,TikTok
5288,22,2.35,6.93,6.23,2.74,2.15,64.67,High,TikTok
5289,44,1.29,9.82,6.89,1.45,7.33,74.25,Low,YouTube Shorts
5290,18,1.78,8.95,7.83,8.88,3.28,95.11,Medium,YouTube Shorts
5291,29,5.48,11.88,7.73,6.4,2.7,48.15,High,Instagram Reels
5292,44,0.7,7.1,4.93,1.97,7.83,73.43,Low,YouTube Shorts
5293,15,1.71,6.27,5.5,7.9,9.64,73.53,Medium,Instagram Reels
5294,25,2.2,4.87,5.74,7.8,1.98,91.71,Low,Instagram Reels
5295,21,3.89,6.77,4.94,3.6,2.48,60.48,Medium,TikTok
5296,31,3.44,10.73,4.06,2.7,2.97,64.07,High,Instagram Reels
5297,41,1.7,2.42,4.87,8.33,9.67,71.16,High,YouTube Shorts
5298,34,1.4,11.78,8.04,3.97,7.27,50.03,Low,YouTube Shorts
5299,38,1.8,11.93,6.73,8.63,7.1,68.24,Medium,Instagram Reels
5300,32,3.26,7.98,5.71,1.39,5.55,66.16,Low,Instagram Reels
5301,36,1.99,5.32,7.04,5.49,5.84,51.84,Medium,Instagram Reels
5302,43,5.71,4.23,7.7,2.62,3.61,89.98,Low,YouTube Shorts
5303,36,3.05,4.76,5.77,7.05,2.39,65.86,Medium,Instagram Reels
5304,26,0.82,2.5,6.33,9.97,8.02,58.36,High,Instagram Reels
5305,23,4.51,6.75,4.32,4.71,5.24,47.82,Low,Instagram Reels
5306,19,2.31,2.57,6.99,1.9,3.3,45.38,Medium,TikTok
5307,24,4.09,9.18,5.78,3.86,6.7,97.61,Low,TikTok
5308,18,2.04,5.72,6.17,9.02,2.89,99.71,Low,YouTube Shorts
5309,19,3.64,3.99,6.11,7.89,5.4,93.88,Medium,TikTok
5310,42,4.75,7.45,7.16,3.09,2.71,67.52,Medium,YouTube Shorts
5311,42,5.6,11.74,6.86,9.58,7.84,88.47,Low,TikTok
5312,24,1.94,8.95,6.11,6.6,3.89,90.06,Low,TikTok
5313,25,2.34,6.92,4.08,2.51,4.98,57.99,Medium,TikTok
5314,35,3.05,9.77,7.1,6.15,7.79,75.16,High,YouTube Shorts
5315,38,5.6,9.37,8.4,5.06,6.94,97.41,Low,YouTube Shorts
5316,24,5.46,10.92,7.85,8.38,4.6,56.8,Low,Instagram Reels
5317,42,0.99,4.05,8.91,4.1,1.64,79.77,Medium,TikTok
5318,22,1.23,10.59,4.7,8.87,9.29,79.75,Low,YouTube Shorts
5319,16,3.23,5.01,5.11,8.31,1.07,67.16,High,Instagram Reels
5320,37,1.09,11.41,6.7,7.07,7.61,69.42,Low,YouTube Shorts
5321,22,2.4,4.81,5.18,3.33,9.51,67.38,Low,YouTube Shorts
5322,30,1.32,11.27,4.17,9.73,3.76,71.26,Low,Instagram Reels
5323,41,4.0,11.64,6.01,5.94,1.68,48.93,High,YouTube Shorts
5324,36,5.72,3.45,5.44,9.17,3.25,87.68,High,Instagram Reels
5325,19,5.98,11.74,5.32,2.94,3.82,79.66,High,TikTok
5326,41,2.56,2.86,8.77,9.85,5.06,98.43,Medium,TikTok
5327,39,3.79,4.19,5.19,8.34,5.73,54.74,Medium,YouTube Shorts
5328,43,5.21,6.44,4.65,9.54,7.53,48.76,High,TikTok
5329,17,1.15,11.94,4.63,2.91,9.11,60.55,Medium,TikTok
5330,26,4.29,6.89,8.03,4.88,5.18,70.58,Medium,YouTube Shorts
5331,27,2.75,7.5,7.57,1.88,7.72,52.3,Low,Instagram Reels
5332,27,1.63,8.94,4.65,2.23,2.14,67.64,Medium,TikTok
5333,24,2.72,11.68,5.1,3.56,3.96,78.56,Medium,Instagram Reels
5334,18,0.92,9.83,7.74,9.56,2.06,43.37,Low,TikTok
5335,23,4.32,4.24,5.37,7.0,7.23,85.48,Low,YouTube Shorts
5336,36,1.89,5.03,8.91,3.83,9.17,96.38,Medium,YouTube Shorts
5337,38,2.21,2.98,6.7,9.59,9.0,56.09,Low,Instagram Reels
5338,37,1.17,8.44,4.96,7.66,3.94,86.57,High,YouTube Shorts
5339,41,5.26,3.81,8.29,9.16,3.11,65.08,Low,Instagram Reels
5340,16,3.21,4.57,5.6,9.34,3.47,79.87,Medium,Instagram Reels
5341,33,3.65,10.88,5.44,7.76,3.59,84.58,Medium,TikTok
5342,15,3.63,5.27,5.64,3.19,1.74,57.7,High,Instagram Reels
5343,39,2.76,7.67,7.84,9.97,2.2,87.24,Medium,Instagram Reels
5344,43,1.56,5.98,4.87,3.93,2.93,46.31,Low,YouTube Shorts
5345,21,4.6,2.74,5.91,7.05,1.07,99.2,High,Instagram Reels
5346,31,1.2,5.63,4.15,8.6,1.43,60.22,Medium,TikTok
5347,17,1.07,6.08,8.13,2.58,7.29,53.43,Low,Instagram Reels
5348,34,4.41,10.96,5.7,6.48,6.57,48.32,Low,YouTube Shorts
5349,34,1.65,5.24,5.24,4.38,9.51,88.73,Medium,Instagram Reels
5350,35,2.19,5.79,6.9,3.2,4.62,75.15,Medium,Instagram Reels
5351,44,3.11,9.83,7.52,1.11,5.0,97.1,Medium,YouTube Shorts
5352,17,2.97,9.59,8.06,8.85,1.61,78.86,Medium,Instagram Reels
5353,17,4.4,9.98,5.74,2.22,2.37,60.44,Low,Instagram Reels
5354,31,3.93,11.54,8.06,8.9,7.22,90.18,Medium,YouTube Shorts
5355,21,4.04,9.96,6.32,6.41,3.12,56.87,Low,TikTok
5356,41,4.43,6.08,4.51,6.59,7.96,57.45,Low,TikTok
5357,40,2.11,10.22,8.23,8.46,7.35,41.7,Low,TikTok
5358,28,2.27,7.09,6.74,5.58,7.73,55.12,Medium,TikTok
5359,31,2.91,4.78,7.01,4.22,7.22,55.69,Low,TikTok
5360,32,2.19,5.03,8.69,2.25,7.37,57.85,High,TikTok
5361,27,5.92,4.24,6.8,6.13,5.92,62.12,Medium,YouTube Shorts
5362,34,4.98,3.45,4.03,5.98,7.1,74.6,High,YouTube Shorts
5363,43,1.41,3.84,8.35,3.65,5.74,52.98,Medium,Instagram Reels
5364,34,0.53,2.63,5.42,6.4,2.85,78.21,Medium,Instagram Reels
5365,35,0.74,10.88,6.51,4.95,2.96,48.0,High,YouTube Shorts
5366,41,1.84,11.31,5.02,8.25,4.65,95.85,Medium,TikTok
5367,32,1.13,7.87,5.48,6.04,1.13,41.57,Medium,TikTok
5368,18,3.43,10.4,7.43,9.4,9.0,94.49,Low,YouTube Shorts
5369,15,5.22,3.84,6.15,5.66,3.41,72.83,Medium,TikTok
5370,32,4.55,11.02,7.14,8.99,1.46,82.6,High,TikTok
5371,15,1.69,7.06,8.12,5.68,4.82,57.9,High,YouTube Shorts
5372,40,2.7,2.67,5.7,6.02,8.34,50.43,Medium,TikTok
5373,40,3.29,3.41,6.84,4.3,4.58,96.84,Low,TikTok
5374,27,4.96,5.09,7.89,4.6,3.36,66.46,High,Instagram Reels
5375,34,5.12,2.44,7.58,9.4,5.9,68.83,Medium,Instagram Reels
5376,34,5.5,5.09,6.7,3.01,6.17,99.14,Medium,TikTok
5377,37,3.3,2.6,5.92,2.09,7.83,60.16,High,YouTube Shorts
5378,24,4.32,4.36,6.04,8.47,8.2,46.01,Low,Instagram Reels
5379,41,1.11,4.66,6.17,6.19,7.36,75.21,Low,TikTok
5380,25,3.61,11.94,5.74,3.56,1.04,73.29,High,TikTok
5381,23,1.87,4.36,7.5,4.89,1.02,86.39,High,Instagram Reels
5382,23,2.87,4.39,4.63,5.72,9.8,97.3,High,YouTube Shorts
5383,19,3.99,8.87,8.84,6.33,3.38,58.46,High,Instagram Reels
5384,40,1.91,10.59,7.89,8.39,3.54,83.31,Low,YouTube Shorts
5385,15,0.79,5.87,5.49,4.55,7.59,66.07,High,YouTube Shorts
5386,31,0.56,10.76,4.21,7.09,6.23,87.03,Low,YouTube Shorts
5387,36,0.62,5.4,7.56,8.51,5.17,49.86,Low,TikTok
5388,16,0.55,3.97,7.67,8.59,2.05,70.05,Low,Instagram Reels
5389,38,1.11,5.3,8.82,3.29,1.73,44.63,Medium,YouTube Shorts
5390,27,1.82,8.09,5.27,4.15,7.33,73.67,Medium,TikTok
5391,23,1.72,5.67,4.41,6.35,2.12,50.14,Medium,Instagram Reels
5392,43,5.93,8.73,8.58,8.97,4.92,97.6,High,Instagram Reels
5393,18,2.18,4.37,5.29,8.11,7.63,73.26,Medium,YouTube Shorts
5394,19,1.2,9.01,7.61,6.26,9.31,71.76,Medium,Instagram Reels
5395,25,3.5,5.47,4.3,9.85,8.86,98.34,High,YouTube Shorts
5396,38,5.22,6.56,7.8,4.95,8.78,69.9,Medium,TikTok
5397,33,4.23,7.58,4.64,8.58,4.23,80.6,Low,Instagram Reels
5398,35,2.13,8.86,7.48,8.37,9.34,42.8,Low,Instagram Reels
5399,17,3.59,4.39,6.66,9.17,7.15,82.5,High,Instagram Reels
5400,26,4.43,10.36,8.78,9.89,8.98,46.26,High,Instagram Reels
5401,40,4.5,9.22,4.18,5.46,1.8,86.81,Low,YouTube Shorts
5402,33,4.17,4.34,5.46,2.76,1.36,92.61,High,Instagram Reels
5403,33,5.29,11.75,4.35,5.15,4.87,58.93,High,Instagram Reels
5404,27,5.29,8.65,8.4,8.68,8.45,92.69,High,TikTok
5405,42,3.68,6.52,6.97,8.52,4.68,68.96,High,Instagram Reels
5406,21,2.86,3.58,6.67,4.02,8.96,74.29,Low,YouTube Shorts
5407,29,4.03,7.33,4.66,1.43,3.11,64.66,High,YouTube Shorts
5408,37,5.0,3.65,6.45,5.59,1.35,68.59,Medium,Instagram Reels
5409,21,0.53,6.29,5.99,5.27,7.85,94.5,High,YouTube Shorts
5410,40,5.96,6.09,5.58,1.77,6.64,96.84,High,Instagram Reels
5411,22,1.51,9.2,7.86,8.15,4.96,66.75,Low,YouTube Shorts
5412,19,3.09,3.92,4.31,3.55,8.61,70.86,Medium,TikTok
5413,35,5.3,10.22,7.23,6.81,8.42,46.97,High,TikTok
5414,28,1.74,5.26,8.11,1.91,3.92,59.54,High,Instagram Reels
5415,18,3.12,6.44,8.54,8.75,8.54,70.79,Low,TikTok
5416,37,1.23,9.72,7.73,7.65,4.11,52.15,High,YouTube Shorts
5417,24,2.67,8.25,5.41,4.5,6.6,74.59,High,YouTube Shorts
5418,34,1.47,5.08,7.0,6.67,2.73,81.12,High,Instagram Reels
5419,29,2.5,5.86,4.71,2.69,3.38,79.0,Low,Instagram Reels
5420,32,2.55,5.06,4.59,9.87,5.03,66.55,High,TikTok
5421,34,5.96,7.95,7.19,8.16,3.83,86.16,Medium,YouTube Shorts
5422,27,5.97,5.33,8.26,8.1,2.16,59.17,High,YouTube Shorts
5423,43,1.13,9.26,4.34,2.38,5.34,68.16,Low,YouTube Shorts
5424,22,4.49,7.8,4.53,1.16,5.6,56.21,Medium,TikTok
5425,23,0.78,3.46,6.83,6.27,2.43,76.22,Low,TikTok
5426,30,0.67,5.1,5.09,2.3,2.57,66.44,High,YouTube Shorts
5427,33,1.08,4.21,7.06,8.02,1.26,53.03,High,Instagram Reels
5428,30,5.81,5.9,5.07,4.74,1.27,58.49,Low,TikTok
5429,21,5.67,7.16,4.58,4.05,4.23,56.77,High,Instagram Reels
5430,28,1.57,7.07,6.73,1.66,2.32,94.65,Medium,TikTok
5431,42,1.39,9.55,8.31,9.96,9.27,71.32,Low,TikTok
5432,28,1.82,3.89,7.43,9.6,2.79,79.16,High,YouTube Shorts
5433,39,3.34,11.46,8.09,2.18,1.59,96.08,Medium,YouTube Shorts
5434,41,3.63,5.43,5.33,4.0,4.64,50.93,High,TikTok
5435,18,1.72,5.0,8.43,4.52,2.73,96.21,High,TikTok
5436,40,4.66,8.85,5.89,3.67,1.56,72.38,Low,YouTube Shorts
5437,29,2.2,10.06,8.26,9.41,7.77,91.37,Medium,YouTube Shorts
5438,17,5.57,5.78,6.36,7.49,6.01,50.08,Medium,Instagram Reels
5439,19,4.11,9.47,5.34,9.6,1.51,56.38,Medium,Instagram Reels
5440,15,2.9,10.84,5.3,8.87,5.21,51.65,High,Instagram Reels
5441,17,4.84,9.67,6.84,7.79,1.35,79.21,High,YouTube Shorts
5442,29,5.0,2.34,4.4,7.27,4.19,48.45,Low,YouTube Shorts
5443,38,2.1,10.27,8.65,8.8,4.27,87.55,Low,Instagram Reels
5444,41,2.37,9.74,5.36,7.16,8.41,55.03,High,YouTube Shorts
5445,22,5.65,8.69,5.68,2.7,7.62,55.33,High,Instagram Reels
5446,43,1.41,9.6,5.17,6.83,9.07,56.87,Medium,Instagram Reels
5447,18,0.73,11.79,4.02,5.64,2.26,84.78,High,Instagram Reels
5448,16,3.0,6.31,7.46,9.84,5.8,95.45,Medium,TikTok
5449,43,4.91,2.67,6.95,5.59,1.18,94.45,Low,Instagram Reels
5450,38,4.74,6.61,8.05,1.35,8.43,46.08,High,TikTok
5451,38,5.56,2.46,4.21,3.38,4.3,55.75,High,Instagram Reels
5452,24,3.43,4.94,8.64,9.26,1.62,80.33,Medium,TikTok
5453,18,1.05,7.87,5.65,9.66,3.92,77.11,Low,Instagram Reels
5454,17,3.74,5.1,8.57,7.56,3.58,61.0,High,YouTube Shorts
5455,16,4.78,8.85,4.54,1.51,7.89,91.77,Medium,TikTok
5456,39,1.01,10.22,7.72,1.21,2.14,47.83,High,Instagram Reels
5457,31,1.45,6.2,6.9,5.32,6.0,78.34,Low,YouTube Shorts
5458,37,0.57,11.0,5.79,10.0,8.15,56.39,Medium,YouTube Shorts
5459,35,3.77,2.8,4.4,8.82,7.66,71.63,Medium,Instagram Reels
5460,38,5.38,10.4,7.02,9.4,9.42,63.25,Medium,YouTube Shorts
5461,34,4.19,10.29,4.13,6.61,1.01,98.78,Low,YouTube Shorts
5462,37,5.9,5.22,6.51,8.73,4.18,69.2,Medium,YouTube Shorts
5463,27,0.85,4.99,7.02,3.88,4.33,98.57,Low,Instagram Reels
5464,19,5.47,5.05,7.66,1.25,1.3,55.3,High,TikTok
5465,44,4.98,10.11,8.96,9.26,8.36,86.08,High,Instagram Reels
5466,35,2.23,10.32,5.3,2.97,7.2,83.02,Medium,Instagram Reels
5467,44,5.85,5.3,5.61,7.56,5.75,90.86,High,TikTok
5468,23,2.08,7.93,5.71,6.93,4.65,81.62,High,Instagram Reels
5469,39,5.39,3.39,7.66,2.42,9.06,80.94,High,TikTok
5470,43,5.34,6.69,8.66,2.76,3.38,79.64,Medium,YouTube Shorts
5471,39,4.67,11.99,8.87,3.96,4.01,99.1,Medium,YouTube Shorts
5472,42,3.6,3.59,8.73,7.81,9.57,53.69,Low,Instagram Reels
5473,36,1.16,11.48,8.4,1.35,1.58,41.81,High,Instagram Reels
5474,20,3.43,10.24,8.95,4.66,8.03,80.68,Low,YouTube Shorts
5475,19,2.46,11.72,5.88,6.99,7.46,50.34,Low,TikTok
5476,39,4.86,3.8,8.74,2.54,9.12,80.76,High,YouTube Shorts
5477,24,4.67,4.14,7.81,2.07,1.82,59.18,Low,Instagram Reels
5478,22,5.51,2.17,4.84,4.51,9.73,42.6,Medium,YouTube Shorts
5479,21,0.58,9.25,4.23,3.58,1.26,86.19,High,YouTube Shorts
5480,21,4.95,8.44,5.07,6.84,4.04,43.1,High,TikTok
